PROYECTO_ID,CONVOCATORIA_ID,ANO_CONVOCATORIA,DESC_CONVOCATORIA,CODIGO_PROYECTO,TITULO_PROYECTO,FECHA_REGISTRO,FECHA_APROBACION,ENTIDAD_EJECUTA,TIPO_FINANCIACION,DESC_FINANCIACION,COD_PROG_CTI,NME_PROG_CTI,COD_AREA_TEMATICA,AREA_TEMATICA,COD_AREA_CIENCIA,NME_AREA_CIENCIA,ESTADO_PROYECTO,COD_DANE_CIUDAD_ENTIDAD,NME_CIUDAD_ENTIDAD,COD_DANE_DEPTO_ENTIDAD,NME_DEPTO_ENTIDAD,COD_DANE_CIUDAD_PRY,NME_CIUDAD_PRY,COD_DANE_DEPTO_PRY,NME_DEPTO_PRY,TPO_PROYECTO,NME_TIPO_PROYECTO,MONTO_FINANCIADO_AP,MONTO_CONTRAPARTIDA_AP,MONTO_TOTAL_AP
63392,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,129980763392,Aplicacion de sistemas combinados para el estudio de los mecanismos de accion antibacteriana de peptidos Ib-M libres y conjugados contra Escherichia coli.,26/04/2018,09/10/2018,UNIVERSIDAD DE SANTANDER,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11689,ENFERMDADES TRANSMISIBLES E INFECCIOSAS,X,No disponible,APROBADO,68001,BUCARAMANGA,68,SANTANDER,68001,BUCARAMANGA,68,SANTANDER,P,Proyecto,341871420,1248505969,1590377389
63661,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,111080763661,Influencia del efecto magneto- optico sobre la actividad de potenciales antimicrobianos quirales,02/05/2018,09/10/2018,UNIVERSIDAD TECNOLOGICA DE PEREIRA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,APROBADO,66001,PEREIRA,66,RISARALDA,66001,PEREIRA,66,RISARALDA,P,Proyecto,236841290,278362561,515203851
63051,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,111080763051,Herramienta de apoyo al diagnostico del TDAH en ninos a partir de multiples caracteristicas de actividad electrica cerebral desde registros EEG,17/04/2018,09/10/2018,UNIVERSIDAD TECNOLOGICA DE PEREIRA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11683,SALUD MENTAL,X,No disponible,APROBADO,66001,PEREIRA,66,RISARALDA,66001,PEREIRA,66,RISARALDA,P,Proyecto,341999840,283294752,625294592
63133,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,111080763133,Efectos del litio sobre los canales TRPV4 y TRPA1 y su papel en la neurotoxicidad inducida por paclitaxel,19/04/2018,09/10/2018,UNIVERSIDAD TECNOLOGICA DE PEREIRA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11688,CANCER,X,No disponible,APROBADO,66001,PEREIRA,66,RISARALDA,66001,PEREIRA,66,RISARALDA,P,Proyecto,310998375,336266279,647264654
62802,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,111380762802,Evaluacion de la estabilidad y solubilidad  de liposomas enriquecidos con curcumina y aceite esencial de Lippia origanoides y de su actividad antimicrobiana y antifungica in vitro e in vivo frente a microorganismos de importancia en salud.,24/03/2018,09/10/2018,UNIVERSIDAD DEL QUINDIO,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11689,ENFERMDADES TRANSMISIBLES E INFECCIOSAS,X,No disponible,APROBADO,63001,ARMENIA,63,QUINDIO,63001,ARMENIA,63,QUINDIO,P,Proyecto,341999861,212179133,554178994
64205,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,123080764205,Diseno e implementacion de un dispositivo de rehabilitacion basado en estimulacion electrica para pacientes con apnea obstructiva del sueno (SAHOS),11/05/2018,09/10/2018,UNIVERSIDAD DE LA SABANA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11681,ENFERMEDADES CRONICAS NO TRANSMISIBLES,X,No disponible,APROBADO,25175,CHIA,25,CUNDINAMARCA,25175,CHIA,25,CUNDINAMARCA,P,Proyecto,535651912,502149554,1037801466
63958,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,123080763958,Estandarizacion de una metodologia de cuantificacion de antimicrobianos utilizados para el tratamiento de bacterias multiresistentes mediante el uso de dos tipos de biosensores y produccion de anticuerpos anti-antimicrobianos,08/05/2018,09/10/2018,UNIVERSIDAD DE LA SABANA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11689,ENFERMDADES TRANSMISIBLES E INFECCIOSAS,X,No disponible,APROBADO,25175,CHIA,25,CUNDINAMARCA,25175,CHIA,25,CUNDINAMARCA,P,Proyecto,341871420,397976666,739848086
64110,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,133380764110,Simulador fisico del sistema respiratorio con intercambio gaseoso y evaluacion de trabajo respiratorio para el estudio de las enfermedades broncobstructivas. Caso EPOC,10/05/2018,09/10/2018,UNIVERSIDAD EIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11681,ENFERMEDADES CRONICAS NO TRANSMISIBLES,X,No disponible,APROBADO,05266,ENVIGADO,05,ANTIOQUIA,05266,ENVIGADO,05,ANTIOQUIA,P,Proyecto,541986241,706392312,1248378553
64415,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,133380764415,Desarrollo de un inmunosensor basado en Carbon Dots para la deteccion de tuberculosis,15/05/2018,09/10/2018,UNIVERSIDAD EIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11689,ENFERMDADES TRANSMISIBLES E INFECCIOSAS,X,No disponible,APROBADO,05266,ENVIGADO,05,ANTIOQUIA,05266,ENVIGADO,05,ANTIOQUIA,P,Proyecto,341984406,329323808,671308214
63382,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,695280763382,Optimizacion de las celulas dendriticas autologas como estrategia de inmunoterapia en pacientes con cancer,25/04/2018,09/10/2018,FUNDACION SALUD DE LOS ANDES,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11688,CANCER,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,541131100,1048207200,1589338300
62914,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110380762914,IMPACTO DE LA NANOTECNOLOGIA EN LA SALUD AMBIENTAL EVALUACION IN VIVO DE LA TOXICIDAD DE LAS ZnO-NPs SINTETIZADAS POR RUTAS QUIMICA Y VERDE SOBRE CELULAS DEL EPITELIO RESPIRATORIO NASAL Y CELULAS ESPERMATICAS,09/04/2018,09/10/2018,UNIVERSIDAD DEL CAUCA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,APROBADO,19001,POPAYAN,19,CAUCA,19001,POPAYAN,19,CAUCA,P,Proyecto,341996508,637125156,979121664
63550,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110380763550,PERFILES DE METILACION DE ADN COMO BIOMARCADORES DE DIAGNOSTICO TEMPRANO PARA CANCER DE CUELLO UTERINO EN MUJERES CAUCANAS VPH-POSITIVAS,30/04/2018,09/10/2018,UNIVERSIDAD DEL CAUCA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11688,CANCER,X,No disponible,APROBADO,19001,POPAYAN,19,CAUCA,19001,POPAYAN,19,CAUCA,P,Proyecto,341871420,736716552,1078587972
64006,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110780764006,Identificacion de la interaccion SBP1/GPx1como agente causante de las alteraciones hepaticas inducidas por la activacion de la MMP9 en el desarrollo embrionario asociado al sindrome alcoholico fetal,09/05/2018,09/10/2018,UNIVERSIDAD DE CARTAGENA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11396,SALUD MATERNA Y PERINATAL,X,No disponible,APROBADO,13001,CARTAGENA DE INDIAS,13,BOLIVAR,13001,CARTAGENA DE INDIAS,13,BOLIVAR,P,Proyecto,198103890,224217608,422321498
63669,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110780763669,Determinacion de la actividad alergenica de productos recombinantes del acaro Blomia tropicalis y su impacto clinico en asma,03/05/2018,09/10/2018,UNIVERSIDAD DE CARTAGENA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11681,ENFERMEDADES CRONICAS NO TRANSMISIBLES,X,No disponible,APROBADO,13001,CARTAGENA DE INDIAS,13,BOLIVAR,13001,CARTAGENA DE INDIAS,13,BOLIVAR,P,Proyecto,341990076,553840000,895830076
63299,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110780763299,Evaluacion de la proteina de union a octamero 4 (oct4) en cancer de recto una aproximacion a la respuesta y pronostico de la enfermedad,24/04/2018,09/10/2018,UNIVERSIDAD DE CARTAGENA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11688,CANCER,X,No disponible,APROBADO,13001,CARTAGENA DE INDIAS,13,BOLIVAR,13001,CARTAGENA DE INDIAS,13,BOLIVAR,P,Proyecto,341999983,256623392,598623375
63345,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,126780763345,Determinacion de la susceptibilidad genetica dano en el ADN y alteraciones epigeneticas por exposicion ocupacional al benceno en trabajadores de la industria del calzado de la ciudad de Bucaramanga (Santander) 2019-2020,25/04/2018,09/10/2018,CORPORACION UNIVERSITARIA MINUTO DE DIOS,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,68001,BUCARAMANGA,68,SANTANDER,P,Proyecto,339887640,346035853,685923493
63785,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110180763785,Identificacion de contaminantes emergentes y microbiologicos analisis metagenomico bacteriano y perfil de resistencia a antibioticos en aguas de riego y hortalizas de la Sabana occidental de Cundinamarca,04/05/2018,09/10/2018,UNIVERSIDAD NACIONAL DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,341614413,268192704,609807117
63302,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,120480763302,Evaluacion de la distribucion actual y potencial de las principales enfermedades emergentes transmitidas por vectores en Colombia bajo escenarios de cambio climatico.,25/04/2018,09/10/2018,UNIVERSIDAD DE LOS ANDES,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,341945863,475341591,817287454
64196,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110180764196,Deteccion temprana de transmision de Dengue (DEN) basado en diagnostico molecular e informacion ambiental y climatica Piloto en Santiago de Cali Departamento del Valle del Cauca Colombia.,11/05/2018,09/10/2018,UNIVERSIDAD NACIONAL DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,05001,MEDELLIN,05,ANTIOQUIA,P,Proyecto,541746244,617728472,1159474716
63203,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,120380763203,Intercambio y transferencia de conocimientos formales tradicionales y comunitarios para el mejoramiento de la salud materna y perinatal con enfoque diferencial e intercultural,23/04/2018,09/10/2018,PONTIFICIA UNIVERSIDAD JAVERIANA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11396,SALUD MATERNA Y PERINATAL,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,341966952,771405212,1113372164
63808,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110180763808,CARACTERIZACION MORFOLOGICA DE ESTRUCTURAS CEREBRALES POR TECNICAS DE IMAGEN PARA EL TRATAMIENTO MEDIANTE  IMPLANTACION QUIRURGICA DE NEUROESTIMULADORES EN LA ENFERMEDAD DE PARKINSON,05/05/2018,09/10/2018,UNIVERSIDAD NACIONAL DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11666,ENFERMEDADES HUERFANAS AUTOINMUNES Y NEURODEGENERATIVAS.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,17001,MANIZALES,17,CALDAS,P,Proyecto,341761210,211219296,552980506
63684,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,695180763684,IMPACTO DE LA IMPLEMENTACION DE UN PROGRAMA EDUCATIVO  MULTICOMPONENTE PARA PACIENTES CON ARTRITIS REUMATOIDE EN UN CENTRO ESPECIALIZADO EN BOGOTA - COLOMBIA,03/05/2018,09/10/2018,BIOMAB IPS S.A.S.,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11666,ENFERMEDADES HUERFANAS AUTOINMUNES Y NEURODEGENERATIVAS.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,310607741,278255286,588863027
63928,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,277880763928,Desarrollo de una plataforma de edicion genomica por tecnica CRISPR-Cas9 para el tratamiento de enfermedades huerfanas asociadas a aneurismas de la aorta toracica,08/05/2018,09/10/2018,FUNDACION CARDIOINFANTIL-INSTITUTO DE CARDIOLOGIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11666,ENFERMEDADES HUERFANAS AUTOINMUNES Y NEURODEGENERATIVAS.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,339131430,240096088,579227518
63833,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110180763833,Evaluacion de los mecanismos moleculares asociados a la activacion farmacologica de LXR en modelos de la enfermedad de Alzheimer y del potencial terapeutico de un extracto de Nectandra reticulata (Lauracea).,06/05/2018,09/10/2018,UNIVERSIDAD NACIONAL DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11666,ENFERMEDADES HUERFANAS AUTOINMUNES Y NEURODEGENERATIVAS.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,339226380,508306976,847533356
64473,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,143580764473,Diferencias entre el espectro de desordenes de neuromielitis optica y esclerosis multiple mediante resonancia magnetica cerebral. Estudio en un centro de referencia en enfermedades de sustancia blanca. Bogota- Colombia.,16/05/2018,09/10/2018,FUNDACION UNIVERSITARIA SANITAS,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11666,ENFERMEDADES HUERFANAS AUTOINMUNES Y NEURODEGENERATIVAS.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,215035160,246240000,461275160
63212,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,120380763212,Terapia genica para errores innatos del metabolismo empleando CRISPR/Cas9 y un sistema de entrega basado en magnetoliposomas,23/04/2018,09/10/2018,PONTIFICIA UNIVERSIDAD JAVERIANA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11666,ENFERMEDADES HUERFANAS AUTOINMUNES Y NEURODEGENERATIVAS.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,469881164,354338690,824219854
64083,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,123280764083,Sistema de monitorizacion basado en modelos predictivos como estrategia para el control optimo e individualizado de la sedacion en pacientes.,09/05/2018,09/10/2018,UNIVERSIDAD DE SAN BUENAVENTURA CALI,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,411235309,424105300,835340609
63723,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110180763723,TECNOLOGIAS EN GESTION DE DEMANDA Y OPERACION LOGISTICA PARA LA RED DE ATENCION EN SALUD EN LA REGION COSTERA DEL DEPARTAMENTO DE CHOCO. UN ENFOQUE DESDE EL BENEFICIARIO HACIA LA INSTITUCIONALIDAD,03/05/2018,09/10/2018,UNIVERSIDAD NACIONAL DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,27075,BAHIA SOLANO,27,CHOCO,P,Proyecto,541999990,232285710,774285700
63149,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,130880763149,PREVALENCIA Y FACTORES ASOCIADOS AL PARTO HUMANIZADO EN SIETE CIUDADES DE COLOMBIA 2018.,20/04/2018,09/10/2018,UNIVERSIDAD EL BOSQUE,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,296220234,702112173,998332407
63260,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,335980763260,DESARROLLO DE UN INDICE DE INTEGRACION PARA EL RETIRO DE LA VENTILACION MECANICA,24/04/2018,09/10/2018,FUNDACION NEUMOLOGICA COLOMBIANA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,335423399,216840036,552263435
64115,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,143580764115,Analisis de costo utilidad de un programa de cuidados paliativos en la etapa final de la vida,10/05/2018,09/10/2018,FUNDACION UNIVERSITARIA SANITAS,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,215557157,217496948,433054105
63849,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110180763849,Efectividad seguridad y eficiencia de la implementacion de dos sistemas de gestion de riesgo clinico mejoramiento continuo de la calidad (Continous Quality Improvement) y modo a prueba de fallas (Failure Mode and Effects Analysis) en el servicio de cirugia en dos instituciones de salud de alta complejidad en Bogota Colombia.,07/05/2018,09/10/2018,UNIVERSIDAD NACIONAL DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,339694000,768922986,1108616986
63857,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,110180763857,Gestion de riesgo clinico por causas comunes en unidad de cuidados intensivos Efectividad de un nuevo sistema de gestion de riesgo clinico en dos instituciones de salud de alta complejidad en Bogota Colombia.,07/05/2018,09/10/2018,UNIVERSIDAD NACIONAL DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,281098339,747648835,1028747174
63942,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,130880763942,DESARROLLO DE SONDAS DE ADN GENOMICO PARA LA EVALUACION DE BACTERIAS CULTIVABLES Y NO CULTIVABLES DEL MICROBIOMA ORAL EN PACIENTES CON PERIODONTITIS  DE COLOMBIA Y ESPANA.,08/05/2018,09/10/2018,UNIVERSIDAD EL BOSQUE,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11681,ENFERMEDADES CRONICAS NO TRANSMISIBLES,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,341540790,285500723,627041513
63554,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,120380763554,EFECTO INMUNOMODULADOR DE LA CAPSAICINA DEPENDIENTE O NO DE VIP EN LA GENERACION DE LINFOCITOS T REGULADORES EN PULPITIS EXPERIMENTAL INDUCIDA MECANICAMENTE EN RATAS LEWIS,30/04/2018,09/10/2018,PONTIFICIA UNIVERSIDAD JAVERIANA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11681,ENFERMEDADES CRONICAS NO TRANSMISIBLES,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,341990777,428873024,770863801
63539,11382,2018,807 - 2018 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2018,681580763539,DISENO Y EVALUACION DE SUSTITUTOS DE PIEL GENERADOS A PARTIR DE ANDAMIOS BIOLOGICOS Y CELULAS ESTROMALES MESENQUIMALES DE GELATINA DE WHARTON PARA REPARACION DE ULCERAS CUTANEAS CRONICAS,30/04/2018,09/10/2018,INSTITUTO DISTRITAL DE CIENCIA BIOTECNOLOGIA E INNOVACION EN SALUD,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11681,ENFERMEDADES CRONICAS NO TRANSMISIBLES,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,341959485,553350000,895309485
